ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
320,20220216,20220228,20220223,25555,SO44007,699.0982
312,20220217,20220301,20220224,27678,SO44008,3578.27
314,20220217,20220301,20220224,27759,SO44009,3578.27
310,20220217,20220301,20220224,13680,SO44010,3578.27
310,20220217,20220301,20220224,13514,SO44011,3578.27
349,20220217,20220301,20220224,11052,SO44012,3374.99
312,20220217,20220301,20220224,16928,SO44013,3578.27
313,20220218,20220302,20220225,27917,SO44014,3578.27
311,20220218,20220302,20220225,13693,SO44015,3578.27
350,20220218,20220302,20220225,11247,SO44016,3374.99
310,20220218,20220302,20220225,28078,SO44017,3578.27
350,20220218,20220302,20220225,25876,SO44018,3374.99
310,20220218,20220302,20220225,16701,SO44019,3578.27
311,20220218,20220302,20220225,16931,SO44020,3578.27
348,20220218,20220302,20220225,11032,SO44021,3374.99
313,20220219,20220303,20220226,22008,SO44022,3578.27
349,20220219,20220303,20220226,19830,SO44023,3374.99
314,20220219,20220303,20220226,16663,SO44024,3578.27
314,20220219,20220303,20220226,16708,SO44025,3578.27
310,20220219,20220303,20220226,17045,SO44026,3578.27
310,20220220,20220304,20220227,21921,SO44027,3578.27
312,20220220,20220304,20220227,17048,SO44028,3578.27
350,20220220,20220304,20220227,11050,SO44029,3374.99
311,20220221,20220305,20220228,12131,SO44030,3578.27
313,20220221,20220305,20220228,13689,SO44031,3578.27
344,20220221,20220305,20220228,11243,SO44032,3399.99
314,20220221,20220305,20220228,16693,SO44033,3578.27
313,20220221,20220305,20220228,16702,SO44034,3578.27
312,20220221,20220305,20220228,16707,SO44035,3578.27
310,20220221,20220305,20220228,17046,SO44036,3578.27
328,20220221,20220305,20220228,25272,SO44037,699.0982
344,20220221,20220305,20220228,25868,SO44038,3399.99
342,20220222,20220306,20220301,17971,SO44039,699.0982
351,20220222,20220306,20220301,11057,SO44040,3374.99
313,20220222,20220306,20220301,16742,SO44041,3578.27
313,20220223,20220307,20220302,13678,SO44042,3578.27
311,20220223,20220307,20220302,13679,SO44043,3578.27
314,20220223,20220307,20220302,13690,SO44044,3578.27
344,20220223,20220307,20220302,28394,SO44045,3399.99
313,20220223,20220307,20220302,28064,SO44046,3578.27
344,20220223,20220307,20220302,25878,SO44047,3399.99
314,20220223,20220307,20220302,16713,SO44048,3578.27
314,20220224,20220308,20220303,13538,SO44049,3578.27
310,20220224,20220308,20220303,17050,SO44050,3578.27
310,20220225,20220309,20220304,13691,SO44051,3578.27
314,20220225,20220309,20220304,16637,SO44052,3578.27
338,20220226,20220310,20220305,19329,SO44053,699.0982
314,20220226,20220310,20220305,13542,SO44054,3578.27
310,20220226,20220310,20220305,13543,SO44055,3578.27
314,20220226,20220310,20220305,13559,SO44056,3578.27
338,20220226,20220310,20220305,14577,SO44057,699.0982
350,20220226,20220310,20220305,11056,SO44058,3374.99
313,20220226,20220310,20220305,16688,SO44059,3578.27
342,20220226,20220310,20220305,25273,SO44060,699.0982
310,20220227,20220311,20220306,27919,SO44061,3578.27
310,20220227,20220311,20220306,28041,SO44062,3578.27
344,20220227,20220311,20220306,11240,SO44063,3399.99
310,20220227,20220311,20220306,22050,SO44064,3578.27
310,20220227,20220311,20220306,28062,SO44065,3578.27
344,20220227,20220311,20220306,25867,SO44066,3399.99
310,20220227,20220311,20220306,17049,SO44067,3578.27
313,20220228,20220312,20220307,13541,SO44068,3578.27
349,20220228,20220312,20220307,28395,SO44069,3374.99
349,20220228,20220312,20220307,19829,SO44070,3374.99
313,20220228,20220312,20220307,16691,SO44071,3578.27
311,20220228,20220312,20220307,16656,SO44072,3578.27
351,20220228,20220312,20220307,11044,SO44073,3374.99
310,20220301,20220313,20220308,13821,SO44134,3578.27
310,20220301,20220313,20220308,28156,SO44135,3578.27
311,20220301,20220313,20220308,22114,SO44136,3578.27
314,20220301,20220313,20220308,17328,SO44137,3578.27
310,20220302,20220314,20220309,13765,SO44138,3578.27
311,20220302,20220314,20220309,13792,SO44139,3578.27
311,20220302,20220314,20220309,12221,SO44140,3578.27
313,20220302,20220314,20220309,13572,SO44141,3578.27
313,20220302,20220314,20220309,22058,SO44142,3578.27
313,20220302,20220314,20220309,28145,SO44143,3578.27
312,20220302,20220314,20220309,17071,SO44144,3578.27
310,20220302,20220314,20220309,17309,SO44145,3578.27
313,20220302,20220314,20220309,17310,SO44146,3578.27
310,20220302,20220314,20220309,17320,SO44147,3578.27
310,20220303,20220315,20220310,28172,SO44148,3578.27
312,20220303,20220315,20220310,17242,SO44149,3578.27
312,20220303,20220315,20220310,17315,SO44150,3578.27
328,20220303,20220315,20220310,25558,SO44151,699.0982
346,20220304,20220316,20220311,11334,SO44152,3399.99
312,20220304,20220316,20220311,28168,SO44153,3578.27
311,20220304,20220316,20220311,28181,SO44154,3578.27
313,20220304,20220316,20220311,28131,SO44155,3578.27
346,20220304,20220316,20220311,25887,SO44156,3399.99
314,20220304,20220316,20220311,17055,SO44157,3578.27
311,20220305,20220317,20220312,13567,SO44158,3578.27
311,20220305,20220317,20220312,28182,SO44159,3578.27
312,20220305,20220317,20220312,28186,SO44160,3578.27
314,20220306,20220318,20220313,13772,SO44161,3578.27
311,20220306,20220318,20220313,28185,SO44162,3578.27
314,20220306,20220318,20220313,28193,SO44163,3578.27
310,20220306,20220318,20220313,28088,SO44164,3578.27
313,20220306,20220318,20220313,17065,SO44165,3578.27
338,20220306,20220318,20220313,14581,SO44166,699.0982
314,20220306,20220318,20220313,17308,SO44167,3578.27
313,20220307,20220319,20220314,12211,SO44168,3578.27
311,20220307,20220319,20220314,28179,SO44169,3578.27
314,20220307,20220319,20220314,28183,SO44170,3578.27
313,20220307,20220319,20220314,28112,SO44171,3578.27
338,20220307,20220319,20220314,14584,SO44172,699.0982
312,20220308,20220320,20220315,13784,SO44173,3578.27
311,20220308,20220320,20220315,17229,SO44174,3578.27
313,20220308,20220320,20220315,17246,SO44175,3578.27
314,20220309,20220321,20220316,12220,SO44176,3578.27
350,20220309,20220321,20220316,11337,SO44177,3374.99
312,20220309,20220321,20220316,28097,SO44178,3578.27
350,20220309,20220321,20220316,25888,SO44179,3374.99
347,20220309,20220321,20220316,11058,SO44180,3399.99
312,20220309,20220321,20220316,17294,SO44181,3578.27
310,20220309,20220321,20220316,17299,SO44182,3578.27
310,20220310,20220322,20220317,28158,SO44183,3578.27
314,20220310,20220322,20220317,17247,SO44184,3578.27
310,20220310,20220322,20220317,17280,SO44185,3578.27
347,20220312,20220324,20220319,25889,SO44186,3399.99
313,20220312,20220324,20220319,17069,SO44187,3578.27
334,20220313,20220325,20220320,20052,SO44188,699.0982
322,20220313,20220325,20220320,20054,SO44189,699.0982
348,20220313,20220325,20220320,11061,SO44190,3374.99
310,20220313,20220325,20220320,17248,SO44191,3578.27
312,20220314,20220326,20220321,13570,SO44192,3578.27
312,20220314,20220326,20220321,28164,SO44193,3578.27
310,20220314,20220326,20220321,17064,SO44194,3578.27
313,20220314,20220326,20220321,17249,SO44195,3578.27
314,20220314,20220326,20220321,17295,SO44196,3578.27
312,20220315,20220327,20220322,28096,SO44197,3578.27
310,20220315,20220327,20220322,28150,SO44198,3578.27
313,20220315,20220327,20220322,17259,SO44199,3578.27
311,20220315,20220327,20220322,17312,SO44200,3578.27
313,20220316,20220328,20220323,12254,SO44201,3578.27
311,20220316,20220328,20220323,28159,SO44202,3578.27
312,20220316,20220328,20220323,28149,SO44203,3578.27
336,20220316,20220328,20220323,14580,SO44204,699.0982
312,20220316,20220328,20220323,17285,SO44205,3578.27
347,20220317,20220329,20220324,11250,SO44206,3399.99
313,20220317,20220329,20220324,28162,SO44207,3578.27
347,20220317,20220329,20220324,25879,SO44208,3399.99
311,20220317,20220329,20220324,17257,SO44209,3578.27
310,20220318,20220330,20220325,13783,SO44210,3578.27
313,20220318,20220330,20220325,28154,SO44211,3578.27
312,20220318,20220330,20220325,28170,SO44212,3578.27
310,20220318,20220330,20220325,17351,SO44213,3578.27
311,20220318,20220330,20220325,17332,SO44214,3578.27
312,20220319,20220331,20220326,28180,SO44215,3578.27
314,20220319,20220331,20220326,13560,SO44216,3578.27
310,20220319,20220331,20220326,28148,SO44217,3578.27
311,20220319,20220331,20220326,22109,SO44218,3578.27
338,20220319,20220331,20220326,14590,SO44219,699.0982
345,20220319,20220331,20220326,11060,SO44220,3399.99
314,20220319,20220331,20220326,17255,SO44221,3578.27
311,20220319,20220331,20220326,17258,SO44222,3578.27
310,20220320,20220401,20220327,13847,SO44223,3578.27
314,20220320,20220401,20220327,28166,SO44224,3578.27
322,20220321,20220402,20220328,20060,SO44225,699.0982
313,20220321,20220402,20220328,12255,SO44226,3578.27
349,20220321,20220402,20220328,28401,SO44227,3374.99
344,20220321,20220402,20220328,11333,SO44228,3399.99
344,20220321,20220402,20220328,25886,SO44229,3399.99
312,20220321,20220402,20220328,17241,SO44230,3578.27
334,20220321,20220402,20220328,17973,SO44231,699.0982
312,20220321,20220402,20220328,17334,SO44232,3578.27
310,20220322,20220403,20220329,13841,SO44233,3578.27
312,20220322,20220403,20220329,28184,SO44234,3578.27
313,20220322,20220403,20220329,22117,SO44235,3578.27
312,20220322,20220403,20220329,28191,SO44236,3578.27
310,20220322,20220403,20220329,17056,SO44237,3578.27
311,20220322,20220403,20220329,17079,SO44238,3578.27
311,20220323,20220404,20220330,12217,SO44239,3578.27
311,20220323,20220404,20220330,13580,SO44240,3578.27
313,20220323,20220404,20220330,28155,SO44241,3578.27
313,20220323,20220404,20220330,28163,SO44242,3578.27
312,20220323,20220404,20220330,17278,SO44243,3578.27
312,20220323,20220404,20220330,17329,SO44244,3578.27
330,20220323,20220404,20220330,25556,SO44245,699.0982
312,20220324,20220405,20220331,12219,SO44246,3578.27
310,20220324,20220405,20220331,17233,SO44247,3578.27
313,20220324,20220405,20220331,17240,SO44248,3578.27
313,20220325,20220406,20220401,13845,SO44249,3578.27
312,20220325,20220406,20220401,28167,SO44250,3578.27
311,20220325,20220406,20220401,28190,SO44251,3578.27
312,20220326,20220407,20220402,13777,SO44252,3578.27
310,20220326,20220407,20220402,28099,SO44253,3578.27
314,20220326,20220407,20220402,28142,SO44254,3578.27
340,20220326,20220407,20220402,14585,SO44255,699.0982
312,20220326,20220407,20220402,17232,SO44256,3578.27
313,20220327,20220408,20220403,12212,SO44257,3578.27
310,20220327,20220408,20220403,13579,SO44258,3578.27
312,20220327,20220408,20220403,28171,SO44259,3578.27
312,20220327,20220408,20220403,28194,SO44260,3578.27
312,20220327,20220408,20220403,22112,SO44261,3578.27
322,20220327,20220408,20220403,20149,SO44262,699.0982
310,20220327,20220408,20220403,17279,SO44263,3578.27
313,20220327,20220408,20220403,17286,SO44264,3578.27
320,20220327,20220408,20220403,25557,SO44265,699.0982
336,20220327,20220408,20220403,25559,SO44266,699.0982
336,20220328,20220409,20220404,19339,SO44267,699.0982
312,20220328,20220409,20220404,13820,SO44268,3578.27
326,20220329,20220410,20220405,14589,SO44269,699.0982
314,20220330,20220411,20220406,13794,SO44270,3578.27
314,20220330,20220411,20220406,13846,SO44271,3578.27
311,20220330,20220411,20220406,12256,SO44272,3578.27
311,20220330,20220411,20220406,28147,SO44273,3578.27
314,20220330,20220411,20220406,28152,SO44274,3578.27
311,20220330,20220411,20220406,17256,SO44275,3578.27
313,20220330,20220411,20220406,17277,SO44276,3578.27
311,20220330,20220411,20220406,17288,SO44277,3578.27
310,20220330,20220411,20220406,17293,SO44278,3578.27
313,20220330,20220411,20220406,17326,SO44279,3578.27
314,20220331,20220412,20220407,14429,SO44320,3578.27
311,20220331,20220412,20220407,28222,SO44321,3578.27
328,20220331,20220412,20220407,17975,SO44322,699.0982
344,20220331,20220412,20220407,11072,SO44323,3399.99
311,20220401,20220413,20220408,12267,SO44324,3578.27
351,20220401,20220413,20220408,11095,SO44325,3374.99
312,20220401,20220413,20220408,17728,SO44326,3578.27
314,20220402,20220414,20220409,28598,SO44327,3578.27
310,20220402,20220414,20220409,17921,SO44328,3578.27
311,20220402,20220414,20220409,17904,SO44329,3578.27
312,20220402,20220414,20220409,28199,SO44330,3578.27
311,20220403,20220415,20220410,28257,SO44331,3578.27
310,20220403,20220415,20220410,17510,SO44332,3578.27
345,20220404,20220416,20220411,11343,SO44333,3399.99
311,20220404,20220416,20220411,28273,SO44334,3578.27
324,20220404,20220416,20220411,20165,SO44335,699.0982
345,20220404,20220416,20220411,25895,SO44336,3399.99
351,20220404,20220416,20220411,11097,SO44337,3374.99
314,20220404,20220416,20220411,18188,SO44338,3578.27
311,20220404,20220416,20220411,18189,SO44339,3578.27
314,20220404,20220416,20220411,17354,SO44340,3578.27
348,20220405,20220417,20220412,25905,SO44341,3374.99
320,20220405,20220417,20220412,14610,SO44342,699.0982
314,20220405,20220417,20220412,17920,SO44343,3578.27
310,20220406,20220418,20220413,14427,SO44344,3578.27
313,20220406,20220418,20220413,28200,SO44345,3578.27
336,20220406,20220418,20220413,14602,SO44346,699.0982
312,20220406,20220418,20220413,17911,SO44347,3578.27
313,20220407,20220419,20220414,14159,SO44348,3578.27
311,20220407,20220419,20220414,28243,SO44349,3578.27
312,20220407,20220419,20220414,28244,SO44350,3578.27
314,20220407,20220419,20220414,28271,SO44351,3578.27
311,20220407,20220419,20220414,28297,SO44352,3578.27
326,20220407,20220419,20220414,14591,SO44353,699.0982
336,20220407,20220419,20220414,14603,SO44354,699.0982
347,20220407,20220419,20220414,11093,SO44355,3399.99
345,20220407,20220419,20220414,11099,SO44356,3399.99
310,20220407,20220419,20220414,17511,SO44357,3578.27
310,20220407,20220419,20220414,17732,SO44358,3578.27
311,20220408,20220420,20220415,14525,SO44359,3578.27
311,20220408,20220420,20220415,14158,SO44360,3578.27
310,20220408,20220420,20220415,13686,SO44361,3578.27
310,20220408,20220420,20220415,28259,SO44362,3578.27
312,20220408,20220420,20220415,28285,SO44363,3578.27
348,20220408,20220420,20220415,11092,SO44364,3374.99
313,20220408,20220420,20220415,17912,SO44365,3578.27
313,20220408,20220420,20220415,17502,SO44366,3578.27
328,20220408,20220420,20220415,25562,SO44367,699.0982
314,20220409,20220421,20220416,14150,SO44368,3578.27
310,20220409,20220421,20220416,28250,SO44369,3578.27
313,20220409,20220421,20220416,18193,SO44370,3578.27
311,20220409,20220421,20220416,17514,SO44371,3578.27
310,20220409,20220421,20220416,17736,SO44372,3578.27
310,20220410,20220422,20220417,13767,SO44373,3578.27
310,20220410,20220422,20220417,14157,SO44374,3578.27
310,20220410,20220422,20220417,14183,SO44375,3578.27
349,20220410,20220422,20220417,29399,SO44376,3374.99
310,20220410,20220422,20220417,28234,SO44377,3578.27
349,20220410,20220422,20220417,25903,SO44378,3374.99
351,20220410,20220422,20220417,11080,SO44379,3374.99
310,20220410,20220422,20220417,17915,SO44380,3578.27
313,20220411,20220423,20220418,14191,SO44381,3578.27
347,20220411,20220423,20220418,11341,SO44382,3399.99
310,20220411,20220423,20220418,28268,SO44383,3578.27
311,20220411,20220423,20220418,28296,SO44384,3578.27
314,20220411,20220423,20220418,28298,SO44385,3578.27
312,20220411,20220423,20220418,28587,SO44386,3578.27
351,20220411,20220423,20220418,11096,SO44387,3374.99
310,20220411,20220423,20220418,17924,SO44388,3578.27
313,20220411,20220423,20220418,17925,SO44389,3578.27
314,20220411,20220423,20220418,17353,SO44390,3578.27
313,20220411,20220423,20220418,17730,SO44391,3578.27
314,20220411,20220423,20220418,17910,SO44392,3578.27
345,20220412,20220424,20220419,29398,SO44393,3399.99
313,20220412,20220424,20220419,28246,SO44394,3578.27
314,20220412,20220424,20220419,28339,SO44395,3578.27
345,20220412,20220424,20220419,25901,SO44396,3399.99
330,20220412,20220424,20220419,14596,SO44397,699.0982
312,20220412,20220424,20220419,17733,SO44398,3578.27
311,20220413,20220425,20220420,28240,SO44399,3578.27
